,SMALL LoBM LoINV,ME1 BM1 INV2,ME1 BM1 INV3,ME1 BM1 HiINV,ME1 BM2 LoINV,ME1 BM2 INV2,ME1 BM2 INV3,ME1 BM2 HiINV,ME1 BM3 LoINV,ME1 BM3 INV2,ME1 BM3 INV3,ME1 BM3 HiINV,ME1 BM4 LoINV,ME1 BM4 INV2,ME1 BM4 INV3,SMALL HiBM HiINV,BIG LoBM LoINV,ME2 BM1 INV2,ME2 BM1 INV3,ME2 BM1 HiINV,ME2 BM2 LoINV,ME2 BM2 INV2,ME2 BM2 INV3,ME2 BM2 HiINV,ME2 BM3 LoINV,ME2 BM3 INV2,ME2 BM3 INV3,ME2 BM3 HiINV,ME2 BM4 LoINV,ME2 BM4 INV2,ME2 BM4 INV3,BIG HiBM HiINV
199007     ,2.95     ,3.56     ,3.07     ,5.88     ,2.26     ,4.84     ,3.63     ,4.88     ,3.77    ,11.46     ,6.56     ,7.35    ,11.39     ,9.04    ,11.08     ,6.42     ,1.00     ,0.52    ,-5.15     ,3.89    ,-1.37     ,0.71    ,-1.81    ,-1.15    ,-0.80    ,-1.12    ,-0.19     ,1.40     ,6.25     ,4.43     ,2.33    ,-0.53
199008   ,-17.77   ,-16.38   ,-19.17   ,-18.22   ,-14.32   ,-16.49   ,-11.63   ,-16.99   ,-18.00   ,-16.06   ,-15.13   ,-15.22   ,-10.63   ,-17.10   ,-12.93   ,-16.98   ,-10.12   ,-11.14    ,-9.79    ,-9.97   ,-11.61   ,-11.00    ,-8.28   ,-10.12   ,-12.71   ,-12.70    ,-9.69   ,-10.35   ,-13.84   ,-13.80   ,-11.08    ,-8.72
199009   ,-19.76    ,-8.63   ,-13.45   ,-17.30   ,-16.01   ,-16.75   ,-15.94   ,-19.86   ,-12.58   ,-16.66   ,-18.30   ,-18.63   ,-20.51   ,-18.04   ,-15.39   ,-12.61   ,-19.93   ,-16.70   ,-18.58   ,-19.65   ,-14.43   ,-16.36   ,-18.95   ,-17.44   ,-16.83   ,-15.78   ,-15.27   ,-15.79   ,-18.69   ,-16.29   ,-16.73   ,-12.98
199010    ,29.59    ,29.13    ,26.82    ,30.32    ,22.65    ,31.96    ,26.83    ,29.56    ,29.12    ,34.19    ,30.42    ,27.32    ,22.16    ,28.33    ,24.13    ,23.53    ,26.83    ,27.16    ,26.47    ,32.57    ,39.79    ,23.36    ,26.44    ,27.27    ,32.08    ,25.61    ,19.72    ,19.94    ,24.85    ,27.28    ,23.51    ,18.32
199011   ,-19.68   ,-17.63   ,-19.41   ,-20.20   ,-19.99   ,-21.01   ,-20.39   ,-19.10   ,-17.72   ,-19.47   ,-20.48   ,-18.95   ,-20.01   ,-19.66   ,-10.78   ,-18.95   ,-17.53   ,-15.59   ,-10.92   ,-14.34   ,-18.03   ,-12.11    ,-7.08    ,-8.38   ,-11.81   ,-13.93   ,-13.13   ,-13.65   ,-14.99   ,-14.49   ,-15.89   ,-13.10
199012     ,0.77    ,-1.46     ,0.84    ,-2.97    ,-5.82    ,-0.47    ,-2.49    ,-4.32    ,-0.88    ,-8.14    ,-1.90    ,-2.52    ,-6.64    ,-0.10    ,-5.62    ,-1.95     ,4.30     ,3.88     ,9.24    ,-3.03     ,7.50     ,3.22     ,5.38     ,3.71     ,5.50     ,3.89     ,3.01     ,0.42    ,-1.74     ,0.63    ,-1.37     ,0.03
199101    ,-7.84     ,1.77   ,-10.75    ,-8.48    ,-6.95    ,-8.75    ,-5.37   ,-11.19    ,-6.09    ,-1.11    ,-5.59    ,-4.90    ,-0.94    ,-5.32    ,-7.25    ,-5.58     ,0.76    ,-0.11     ,4.55     ,2.66     ,0.51     ,1.94     ,6.74     ,2.92     ,3.03     ,0.79     ,3.16    ,-0.58    ,-1.54     ,0.61     ,2.04     ,1.76
199102    ,28.42    ,20.62    ,25.13    ,26.95    ,28.84    ,27.43    ,30.62    ,31.71    ,26.82    ,26.11    ,27.32    ,21.97    ,22.38    ,21.69    ,19.73    ,20.69    ,16.26    ,14.86     ,6.02    ,12.08    ,10.13    ,16.37     ,7.09     ,9.79    ,10.69    ,17.86    ,11.67    ,16.66    ,16.58    ,15.12    ,17.22    ,12.37
199103    ,-2.72    ,-0.84    ,-4.05    ,-5.47    ,-2.29     ,0.15    ,-1.45     ,2.84    ,-3.77    ,-2.54     ,1.27    ,-1.82    ,-2.79    ,-0.10    ,-2.05     ,3.64    ,-7.13    ,-6.99    ,-3.99    ,-3.66    ,-4.21    ,-4.77    ,-3.16    ,-4.51    ,-5.78    ,-3.08    ,-3.53    ,-3.91    ,-4.46    ,-4.44    ,-5.33    ,-5.47
199104     ,1.71     ,1.63     ,3.63     ,1.55     ,6.37     ,3.69    ,-0.53     ,3.55     ,5.60     ,2.31     ,2.43     ,2.83     ,8.04     ,7.23     ,8.79     ,2.10     ,1.97     ,1.11     ,4.14     ,0.11    ,-2.61     ,2.83     ,4.66     ,5.94     ,0.63     ,1.15     ,3.90     ,2.79     ,3.09     ,4.19     ,1.60     ,1.65
199105    ,-1.66    ,-7.02    ,-2.53     ,0.37    ,-2.73    ,-0.55    ,-4.27    ,-2.73    ,-2.83    ,-0.83    ,-2.94     ,1.25    ,-0.72    ,-2.42    ,-4.09    ,-2.68    ,-1.27    ,-2.91    ,-2.03    ,-3.20    ,-3.30    ,-0.20     ,0.89    ,-1.08     ,1.03    ,-1.24    ,-1.52    ,-2.61    ,-3.14    ,-1.11    ,-3.16    ,-2.62
199106   ,-10.44    ,-4.19    ,-8.58    ,-3.33    ,-3.77    ,-8.42    ,-8.41   ,-10.71    ,-4.92    ,-3.99    ,-6.60    ,-4.35    ,-4.02    ,-1.07    ,-3.17    ,-5.49   ,-10.39    ,-9.09    ,-7.51    ,-8.06    ,-7.16    ,-5.43    ,-8.14    ,-8.75    ,-6.53   ,-13.20    ,-7.00    ,-6.16    ,-6.60    ,-5.22    ,-4.28    ,-2.43
199107     ,1.15    ,-1.29    ,-2.25    ,-3.68    ,-1.84     ,3.54     ,0.05    ,-0.51    ,-0.25    ,-0.79    ,-2.58    ,-1.20     ,2.92     ,0.57    ,-1.72     ,0.54    ,-0.14     ,1.53     ,1.48     ,1.38     ,3.03     ,2.49     ,2.54     ,3.27     ,5.24     ,3.20     ,2.49     ,1.07     ,3.12     ,3.21     ,2.03     ,6.85
199108   ,-11.64   ,-11.78   ,-12.93   ,-13.73   ,-10.82   ,-14.08   ,-11.73   ,-12.51   ,-10.83   ,-11.40   ,-11.57   ,-12.71   ,-10.27   ,-13.41   ,-10.66   ,-11.28    ,-8.13    ,-5.32    ,-6.38    ,-7.54    ,-4.39    ,-4.80    ,-5.90    ,-5.35    ,-3.39    ,-7.05    ,-4.92    ,-7.03    ,-9.06    ,-8.79    ,-6.18    ,-7.49
199109    ,10.47    ,12.95    ,10.54    ,13.80    ,16.69    ,12.68    ,13.38    ,11.11     ,9.34    ,13.41     ,9.52    ,11.32    ,12.68    ,10.21    ,13.87    ,10.30     ,8.50    ,10.44     ,7.53    ,11.40    ,10.71     ,9.20     ,8.72     ,9.26     ,9.70     ,9.49    ,10.14     ,9.19    ,13.89     ,8.69     ,6.76     ,8.04
199110    ,13.89     ,9.31     ,6.98     ,9.13    ,10.16     ,9.60     ,6.99     ,6.87     ,5.75     ,5.02     ,4.59     ,6.93     ,4.58     ,6.66     ,8.59     ,4.78     ,5.07     ,3.02     ,8.25     ,3.94     ,2.84     ,5.21     ,4.48     ,7.34     ,2.44     ,2.05     ,4.43     ,2.27     ,2.92     ,1.96     ,4.63     ,2.84
199111   ,-12.63    ,-7.46   ,-10.28   ,-12.59   ,-10.53   ,-13.17   ,-10.72   ,-11.35    ,-7.57   ,-11.69   ,-11.25   ,-10.09    ,-8.85   ,-10.65   ,-13.57   ,-10.47    ,-7.40   ,-12.89    ,-8.56   ,-12.20    ,-7.19    ,-6.93    ,-7.16    ,-6.71    ,-5.09    ,-6.92    ,-5.62    ,-6.98    ,-8.81   ,-10.80    ,-8.37    ,-9.51
199112     ,5.78     ,6.37     ,5.11     ,4.60     ,6.37     ,5.21     ,5.10     ,3.45    ,-0.14     ,4.04     ,5.96     ,2.08     ,4.80     ,4.59     ,6.66     ,2.38     ,3.13     ,5.85     ,3.10     ,3.60     ,3.05     ,3.52     ,1.17     ,2.43     ,4.46     ,2.20     ,4.13     ,1.56     ,2.40     ,4.55     ,4.68     ,3.10
199201    ,-4.92    ,-4.21    ,-7.20    ,-7.21    ,-7.84    ,-7.32    ,-6.99    ,-6.56    ,-6.86    ,-4.07    ,-7.97    ,-6.90    ,-4.18    ,-2.88    ,-6.10    ,-4.55    ,-4.89    ,-6.75    ,-8.05    ,-2.91    ,-4.29    ,-6.66    ,-6.76    ,-8.84    ,-6.91    ,-4.02    ,-5.38    ,-4.46    ,-1.37    ,-1.35    ,-4.05    ,-2.35
199202    ,-3.49    ,-3.30    ,-6.03    ,-4.09    ,-1.53    ,-5.53    ,-5.27    ,-6.48    ,-3.81    ,-4.32    ,-4.45    ,-4.32    ,-3.76    ,-6.61    ,-5.29    ,-3.28    ,-3.14    ,-9.43    ,-9.59    ,-6.80    ,-5.80    ,-5.52    ,-9.63    ,-9.11    ,-4.61    ,-7.75    ,-7.47    ,-8.57    ,-6.03    ,-8.59    ,-7.67    ,-8.89
199203   ,-15.08   ,-16.94   ,-14.24   ,-15.21   ,-11.04   ,-13.15   ,-11.53    ,-9.84   ,-10.54   ,-11.78   ,-12.16   ,-12.07   ,-11.83   ,-11.66   ,-13.85   ,-11.23   ,-12.95   ,-14.20   ,-11.98   ,-11.81   ,-10.41   ,-10.91    ,-8.35   ,-12.83    ,-9.70    ,-8.78   ,-11.15    ,-9.11    ,-9.94    ,-8.21   ,-10.45   ,-11.16
199204   ,-13.39   ,-11.95   ,-12.67   ,-13.74   ,-13.15   ,-11.73   ,-12.06    ,-7.70   ,-11.99    ,-7.35   ,-12.26   ,-11.62    ,-9.31    ,-6.38   ,-10.37    ,-8.30    ,-5.68    ,-7.55   ,-15.75    ,-4.58    ,-6.40    ,-6.85   ,-10.96   ,-12.66    ,-8.57    ,-7.13   ,-10.20    ,-5.67    ,-0.91    ,-0.48    ,-0.99     ,1.45
199205    ,18.12    ,13.88    ,18.18    ,17.93    ,14.78    ,15.57    ,15.86    ,16.66    ,12.77    ,11.33    ,15.17    ,16.43    ,12.79    ,14.45    ,14.83     ,9.76     ,8.58    ,11.86     ,9.78     ,8.76     ,8.50     ,8.51     ,8.96     ,8.07    ,10.02     ,5.91     ,9.86     ,9.01     ,8.63     ,5.80     ,7.53     ,7.01
199206   ,-11.94   ,-12.26   ,-12.88   ,-13.04   ,-12.08    ,-8.19    ,-7.44    ,-8.40    ,-6.95    ,-8.36    ,-8.40    ,-6.78    ,-7.69    ,-5.19    ,-8.93    ,-9.53    ,-8.26    ,-7.66   ,-12.10    ,-8.45    ,-8.51   ,-10.32    ,-6.66   ,-13.75    ,-5.96    ,-8.76    ,-8.51    ,-5.75    ,-6.30    ,-6.69    ,-7.67    ,-9.50
199207    ,-6.91    ,-5.29   ,-11.12   ,-11.80    ,-8.53    ,-7.75    ,-6.47   ,-10.05    ,-5.58    ,-8.14    ,-7.46    ,-8.66    ,-7.39    ,-6.52    ,-7.27    ,-8.31     ,9.64    ,-3.60    ,-3.28    ,-5.63    ,-0.29    ,-1.62    ,-5.09    ,-7.14    ,-4.86    ,-3.22    ,-4.62    ,-2.17    ,-1.58    ,-5.14    ,-3.66    ,-6.80
199208    ,10.74    ,15.41    ,15.44    ,17.24    ,11.96     ,9.17    ,11.46    ,16.64    ,11.75    ,13.70    ,11.30    ,12.29     ,9.84     ,9.92    ,11.77    ,12.54    ,30.09    ,17.59    ,15.69    ,24.84    ,17.69    ,13.75    ,14.22    ,16.75    ,17.92    ,13.21    ,12.81    ,15.71    ,18.04     ,8.65    ,12.05    ,15.25
199209     ,4.97     ,0.53    ,-0.70     ,0.11     ,4.11     ,2.05     ,1.15     ,1.90    ,-0.83     ,0.83     ,1.09    ,-2.38    ,-0.95    ,-0.31    ,-1.39     ,0.29    ,-3.37    ,-2.43    ,-2.55    ,-7.72    ,-2.34    ,-2.53    ,-1.31    ,-2.46    ,-2.02    ,-2.96    ,-1.52    ,-1.47    ,-0.67    ,-3.09    ,-4.07    ,-2.83
199210   ,-10.31    ,-7.53    ,-6.12    ,-8.34    ,-5.53    ,-7.30    ,-3.46    ,-6.61    ,-7.70    ,-4.27    ,-5.40    ,-4.91    ,-8.79    ,-4.60    ,-6.80    ,-7.11    ,-3.17    ,-8.66    ,-6.59    ,-4.55    ,-6.34    ,-5.86    ,-3.77    ,-6.54    ,-5.73    ,-5.81    ,-5.93    ,-4.74    ,-6.78    ,-2.17    ,-3.16    ,-4.59
199211    ,-0.78     ,1.64    ,-2.43    ,-0.45     ,0.67    ,-2.25    ,-1.07    ,-0.25     ,0.12     ,0.94    ,-0.56    ,-1.34    ,-1.89     ,0.74     ,0.19    ,-3.42     ,6.23     ,3.09     ,3.01     ,3.35     ,1.48     ,3.15     ,0.77     ,2.88    ,-0.14     ,1.43     ,2.10     ,1.31     ,1.83     ,2.53     ,1.03     ,1.22
199212    ,-0.90    ,-2.35    ,-2.87    ,-0.71    ,-1.26     ,3.97    ,-0.07    ,-0.74     ,1.33     ,1.68     ,2.06     ,1.81     ,1.29     ,1.27     ,4.12     ,3.63    ,-1.10    ,-1.64    ,-2.56    ,-0.74    ,-1.51    ,-2.32    ,-1.58    ,-1.60    ,-0.02    ,-1.70    ,-2.58    ,-0.77     ,0.01     ,1.26    ,-0.26    ,-0.63
199301    ,-0.29    ,-2.74    ,-2.82    ,-3.43    ,-2.41    ,-2.86    ,-2.97    ,-3.19    ,-1.42    ,-2.07    ,-3.46    ,-2.85    ,-1.66    ,-1.66    ,-1.74    ,-2.09    ,-0.24    ,-1.28    ,-0.30    ,-0.86    ,-1.16     ,1.18    ,-0.44    ,-1.23    ,-2.00    ,-0.40     ,1.07     ,0.41    ,-0.37    ,-1.81     ,0.45    ,-1.51
199302     ,4.60     ,7.56     ,4.45     ,4.51     ,4.82     ,5.64     ,5.26     ,6.69     ,6.10     ,4.79     ,5.84     ,5.55     ,5.89     ,8.44     ,6.95    ,11.17     ,5.00     ,6.11     ,3.38     ,5.30     ,5.96     ,5.57     ,4.33     ,4.33     ,4.58     ,3.91     ,4.49     ,4.42     ,3.68     ,2.25     ,1.41     ,4.30
199303    ,15.73    ,13.15    ,15.51    ,19.97    ,14.22    ,17.85    ,17.09    ,18.62    ,14.66    ,13.54    ,19.61    ,16.13    ,23.86    ,16.32    ,18.65    ,14.84     ,9.34    ,21.93    ,13.85    ,15.97    ,22.52    ,12.06    ,13.52    ,16.01    ,13.30    ,16.01    ,15.35    ,18.78    ,22.49    ,14.91    ,22.54    ,20.65
199304    ,18.99    ,16.27    ,16.05    ,18.41    ,16.54    ,17.99    ,16.86    ,17.55    ,19.63    ,17.15    ,19.33    ,16.18    ,24.98    ,20.31    ,19.48    ,18.27    ,12.32    ,17.39    ,15.70    ,13.54    ,16.89    ,17.56    ,17.18    ,15.94    ,17.60    ,18.28    ,15.95    ,20.21    ,24.88    ,17.75    ,17.51    ,19.70
199305    ,18.10    ,14.74    ,14.87    ,11.10    ,21.12    ,16.20    ,16.55    ,14.91    ,17.53    ,14.70    ,14.93    ,19.83    ,14.34    ,13.09    ,17.47    ,17.35    ,10.68     ,2.10     ,2.62     ,4.71     ,4.14     ,2.67     ,1.87     ,4.40     ,5.59     ,2.75     ,3.32     ,3.13     ,4.26     ,0.40    ,-0.98     ,3.78
199306    ,-3.53    ,-5.38    ,-5.37    ,-5.67    ,-8.35    ,-5.85    ,-5.47    ,-8.32    ,-6.82    ,-5.27    ,-6.57    ,-8.19    ,-7.56    ,-6.50    ,-7.17    ,-6.95     ,1.06    ,-4.17    ,-4.90    ,-2.52    ,-3.08    ,-2.93    ,-5.11    ,-6.08    ,-3.89    ,-4.14    ,-5.20    ,-6.22    ,-3.86    ,-6.41    ,-4.50    ,-5.27
199307     ,1.28     ,0.77     ,4.08     ,0.83     ,2.38     ,4.18     ,3.19     ,3.34     ,2.39     ,1.80     ,2.30     ,4.13     ,2.48     ,1.90     ,4.19     ,3.03    ,10.33     ,6.47     ,6.75     ,8.41     ,6.43     ,7.22     ,6.05     ,5.61     ,7.90     ,6.34     ,6.78     ,5.56     ,8.15     ,7.41     ,8.58     ,7.55
199308     ,2.46     ,2.03     ,2.33     ,2.48     ,1.20     ,1.12     ,3.00     ,2.64     ,0.53     ,0.91     ,4.14     ,2.52     ,0.31     ,0.58     ,2.66     ,2.34     ,2.28     ,3.90     ,1.50     ,1.69     ,0.26     ,2.96     ,0.92     ,2.94     ,3.91     ,1.97     ,4.06     ,2.81     ,4.54     ,3.13     ,2.68     ,1.65
199309   ,-10.64    ,-3.28    ,-3.87    ,-1.99    ,-5.24    ,-5.05    ,-2.67    ,-2.45    ,-6.97    ,-3.66    ,-2.95    ,-5.29    ,-6.49    ,-4.03    ,-5.15    ,-5.75    ,-7.16    ,-6.34    ,-4.29    ,-1.53    ,-5.68    ,-8.32    ,-5.13    ,-2.66    ,-6.87    ,-3.67    ,-4.24    ,-4.22    ,-8.91    ,-3.89    ,-2.42    ,-2.29
199310   ,-12.61   ,-10.37    ,-9.83    ,-7.87    ,-9.86    ,-9.41    ,-8.97    ,-8.91    ,-9.89    ,-9.26    ,-9.82    ,-8.76    ,-9.03    ,-8.83    ,-9.57    ,-7.17     ,1.25    ,-2.64    ,-0.13    ,-7.91     ,1.11    ,-2.03    ,-1.56    ,-2.76    ,-2.43    ,-1.65    ,-1.66    ,-2.65    ,-2.76    ,-2.44     ,1.33    ,-4.01
199311   ,-21.30   ,-16.32   ,-17.63   ,-14.77   ,-20.22   ,-18.45   ,-16.24   ,-17.25   ,-18.69   ,-19.98   ,-17.23   ,-16.47   ,-17.37   ,-16.20   ,-19.33   ,-17.65   ,-22.54   ,-14.92   ,-14.22   ,-12.69   ,-18.31   ,-15.02   ,-10.97   ,-13.40   ,-20.17   ,-12.31   ,-14.53   ,-14.01   ,-19.68   ,-14.90   ,-13.92   ,-13.93
199312     ,3.64     ,0.33     ,0.24    ,-1.20     ,2.41     ,5.23     ,0.94     ,0.32     ,3.44     ,1.98     ,4.01     ,2.59     ,3.13     ,0.72     ,2.44     ,1.40     ,2.07     ,2.14     ,0.40     ,0.09     ,3.94     ,2.67    ,-1.66     ,0.91     ,3.62     ,1.37     ,4.07     ,2.35     ,2.91     ,5.93     ,6.46     ,1.53
199401    ,22.29    ,16.13    ,19.26    ,16.93    ,19.16    ,18.14    ,16.12    ,18.67    ,21.56    ,20.99    ,16.10    ,15.87    ,22.41    ,17.31    ,21.16    ,21.73    ,17.99    ,13.06    ,14.65    ,14.62    ,11.84    ,20.18    ,13.16    ,16.79    ,21.80    ,13.17    ,17.65    ,18.35    ,29.70    ,19.60    ,16.04    ,14.86
199402     ,1.07     ,5.56     ,3.96     ,4.08     ,6.68     ,3.90     ,4.48     ,6.01     ,5.02     ,4.64     ,4.44     ,5.77     ,7.04     ,7.59     ,4.54     ,6.89     ,3.59     ,4.02     ,1.75     ,3.33     ,2.24     ,3.08     ,3.49     ,3.11     ,5.57     ,5.99     ,3.62     ,5.08     ,4.46     ,6.29     ,5.77     ,6.98
199403     ,5.78    ,-0.13     ,1.59     ,2.05     ,1.04     ,4.83     ,3.08     ,1.88     ,4.85     ,2.91     ,2.54     ,2.88     ,4.91     ,4.71     ,4.50     ,5.07    ,-5.70    ,-3.00    ,-3.38    ,-2.87    ,-4.39    ,-2.95    ,-2.20    ,-2.66     ,0.15    ,-1.47    ,-2.93     ,0.47    ,-2.06    ,-1.24    ,-1.23    ,-0.59
199404    ,10.75     ,6.06     ,4.44     ,4.24     ,5.17     ,5.29     ,3.60     ,4.09     ,6.87     ,6.99     ,6.12     ,5.42     ,4.86     ,8.39     ,5.69     ,6.23     ,5.41     ,4.41     ,2.22     ,2.34     ,6.74     ,1.13     ,3.79     ,3.47     ,2.59     ,3.88     ,2.93     ,3.11     ,3.02     ,2.65     ,2.97     ,4.79
199405     ,1.48    ,-1.22     ,0.89    ,-2.63     ,1.65    ,-0.28    ,-0.93    ,-1.20     ,1.24     ,0.31     ,0.34     ,0.18     ,2.63    ,-0.22     ,1.32     ,4.41     ,2.32     ,2.26     ,0.22    ,-1.77     ,1.92    ,-1.56     ,1.45    ,-1.16     ,4.69     ,2.58     ,3.79     ,0.16     ,5.66     ,3.94     ,4.17    ,-0.09
199406    ,11.64     ,9.04     ,7.70     ,6.54     ,8.88     ,9.45     ,9.25     ,9.37    ,12.66    ,11.43    ,11.96    ,10.00    ,15.69    ,14.15    ,13.64    ,12.90     ,3.54     ,4.19     ,3.11     ,5.91     ,4.33     ,6.09     ,5.32     ,8.21     ,7.58     ,6.33     ,5.84     ,8.88     ,6.59     ,7.27     ,7.23     ,7.78
199407    ,-4.94    ,-3.39    ,-3.65    ,-2.09    ,-5.68    ,-2.10    ,-3.11    ,-2.92    ,-3.82    ,-2.38    ,-3.43    ,-2.72    ,-4.08    ,-2.28    ,-2.17    ,-2.73    ,-4.82    ,-2.37    ,-4.06    ,-2.51    ,-2.85    ,-5.24    ,-3.61    ,-4.01    ,-4.46    ,-2.70    ,-2.01    ,-3.65    ,-6.31    ,-5.54    ,-5.09    ,-2.60
199408    ,-2.48    ,-1.83    ,-1.84    ,-3.00     ,1.07    ,-0.68    ,-0.67    ,-2.27    ,-1.72    ,-1.02    ,-2.56    ,-1.46    ,-2.67    ,-3.62    ,-2.01    ,-1.60    ,-1.13    ,-0.17     ,4.01     ,0.12     ,0.29     ,2.26     ,1.03    ,-0.86    ,-4.49     ,0.37     ,2.20     ,0.88     ,0.42     ,2.36     ,0.68    ,-0.42
199409    ,-6.41    ,-5.75    ,-5.02    ,-3.21    ,-4.04    ,-5.69    ,-4.00    ,-3.81    ,-5.24    ,-4.60    ,-3.20    ,-4.26    ,-4.00    ,-4.40    ,-3.73    ,-4.50    ,-3.66    ,-1.89    ,-2.41    ,-4.66    ,-2.68    ,-1.15    ,-1.54    ,-3.83    ,-1.29    ,-2.29    ,-0.63    ,-3.36    ,-2.91    ,-3.79    ,-1.69    ,-2.56
199410     ,5.12     ,3.96     ,2.45     ,1.31     ,4.39     ,2.86     ,2.02    ,-0.74     ,2.20     ,2.74     ,0.89     ,1.63     ,3.27     ,3.13     ,3.02     ,0.64     ,2.95     ,2.07     ,2.81     ,0.68     ,2.82     ,3.67     ,1.76    ,-0.45     ,3.39     ,3.61     ,2.71     ,1.19     ,3.93     ,5.63     ,3.40     ,0.36
199411    ,-8.32    ,-8.59    ,-8.22    ,-7.98    ,-6.52    ,-7.51    ,-8.28    ,-7.80    ,-9.27    ,-7.40    ,-8.15    ,-8.27    ,-8.53    ,-7.66    ,-6.40    ,-8.83    ,-6.33    ,-5.38    ,-6.38    ,-5.49    ,-3.39    ,-7.03    ,-5.60    ,-5.73    ,-7.14    ,-7.32    ,-5.79    ,-6.50    ,-7.09    ,-5.12    ,-4.46    ,-5.57
199412     ,4.50     ,3.16     ,2.02     ,1.26     ,3.83     ,2.67     ,2.05     ,0.36     ,3.10     ,2.27     ,1.58     ,3.40     ,3.50     ,2.65     ,2.45     ,2.27     ,5.11    ,-0.02     ,2.39     ,1.01     ,0.50     ,2.04     ,0.82     ,2.29     ,3.23     ,1.61     ,0.61     ,0.50     ,2.31     ,1.33    ,-0.29     ,1.48
199501   ,-10.59    ,-5.14     ,0.11    ,-3.99    ,-8.95    ,-4.34    ,-2.45    ,-0.91    ,-7.07    ,-4.18    ,-4.23    ,-4.13    ,-8.59    ,-8.90    ,-6.36    ,-3.03    ,-2.01    ,-8.57    ,-9.19    ,-6.40    ,-6.64    ,-8.80    ,-7.72    ,-4.67    ,-7.87    ,-7.25    ,-5.83     ,1.17    ,-8.58   ,-10.13   ,-10.07     ,3.62
199502    ,-0.79    ,-5.60    ,-5.52    ,-7.51    ,-5.73    ,-6.68    ,-7.61    ,-7.10    ,-6.02    ,-7.28    ,-5.90    ,-5.05    ,-6.15    ,-2.81    ,-3.65    ,-7.27    ,-5.29    ,-4.53    ,-6.65    ,-3.65    ,-4.11    ,-5.75    ,-3.71    ,-4.76    ,-7.68    ,-4.81    ,-5.03    ,-5.58    ,-6.21    ,-3.54    ,-3.04    ,-9.83
199503     ,6.40     ,5.85     ,5.07     ,5.25     ,7.56     ,6.36     ,5.74     ,3.70     ,6.73     ,7.35     ,5.93     ,6.51     ,6.84     ,7.56     ,7.27     ,9.08     ,5.30     ,7.23    ,14.87     ,9.79     ,9.59     ,9.51    ,10.52     ,9.64     ,9.88     ,7.38     ,9.21     ,5.38     ,7.11    ,12.31     ,9.41    ,10.01
199504     ,1.00     ,4.10     ,1.48     ,1.99     ,2.80     ,2.78     ,1.51     ,2.44     ,1.15     ,0.68     ,2.55     ,1.72     ,1.95     ,1.27     ,3.16     ,1.19     ,8.93     ,4.82     ,2.96     ,3.75     ,4.85     ,2.31     ,3.53     ,5.01     ,6.64     ,5.06     ,2.49     ,4.18     ,3.39     ,1.44     ,0.79     ,2.52
199505   ,-11.58    ,-8.84   ,-10.19    ,-8.65   ,-10.27   ,-10.09    ,-8.39    ,-8.59   ,-10.92    ,-8.54    ,-7.98    ,-9.78    ,-9.77    ,-6.19    ,-7.34    ,-7.48    ,-4.32    ,-7.62    ,-5.81    ,-6.50    ,-5.45    ,-7.21    ,-5.75    ,-5.46    ,-7.42    ,-6.12    ,-5.33    ,-5.41    ,-9.24    ,-6.88    ,-7.72    ,-8.60
199506    ,-5.55    ,-6.63    ,-6.69    ,-5.84    ,-5.75    ,-6.05    ,-4.31    ,-5.51    ,-3.45    ,-5.68    ,-3.24    ,-5.25    ,-5.47    ,-4.63    ,-5.73    ,-5.46   ,-10.15    ,-7.22    ,-1.31    ,-1.35    ,-5.83    ,-3.13    ,-3.02    ,-2.16    ,-4.41    ,-1.89    ,-3.70    ,-5.15    ,-4.32    ,-0.72    ,-2.05    ,-5.25
199507     ,8.16     ,9.66    ,10.96     ,5.99     ,8.50     ,8.90     ,5.61     ,6.14     ,8.71     ,7.75     ,6.28     ,4.76     ,5.07     ,2.63     ,2.96     ,2.97     ,8.14     ,9.28     ,3.27     ,5.71     ,7.36     ,9.86     ,4.73     ,5.31     ,9.78     ,6.32     ,4.63     ,0.35     ,7.56     ,7.08     ,5.36     ,3.63
199508     ,4.16     ,2.42     ,1.70     ,0.32     ,0.81     ,2.55     ,0.78    ,-0.43     ,1.34     ,0.06    ,-0.20    ,-2.00    ,-1.16    ,-0.07    ,-1.75    ,-2.33    ,-6.44    ,-6.14     ,3.63    ,-3.80     ,1.28    ,-6.01    ,-2.96    ,-3.06    ,-0.35    ,-0.63    ,-3.21    ,-5.41    ,-1.52    ,-4.05    ,-0.55    ,-2.96
199509    ,-5.42    ,-3.91    ,-6.12    ,-1.05    ,-4.54    ,-3.27    ,-4.97    ,-0.54    ,-2.83    ,-2.76    ,-2.29    ,-3.92    ,-5.62    ,-4.09    ,-4.05    ,-3.09    ,-1.63     ,0.49    ,-2.28     ,0.18    ,-2.07     ,1.74     ,0.21    ,-0.81     ,0.60    ,-1.49    ,-3.18     ,1.55    ,-4.01    ,-4.69    ,-2.05    ,-1.06
199510    ,-2.13    ,-1.24    ,-2.41    ,-2.49    ,-3.52     ,1.21    ,-2.53    ,-3.53    ,-3.37    ,-1.01    ,-2.38    ,-3.99    ,-4.42    ,-2.70    ,-3.39    ,-3.01    ,-1.78    ,-5.89    ,-3.78    ,-2.74    ,-2.27    ,-6.28    ,-4.58    ,-4.54    ,-4.31    ,-2.37    ,-2.32    ,-2.70    ,-5.59    ,-4.29    ,-4.65    ,-3.39
