,SMALL LoBM LoINV,ME1 BM1 INV2,ME1 BM1 INV3,ME1 BM1 HiINV,ME1 BM2 LoINV,ME1 BM2 INV2,ME1 BM2 INV3,ME1 BM2 HiINV,ME1 BM3 LoINV,ME1 BM3 INV2,ME1 BM3 INV3,ME1 BM3 HiINV,ME1 BM4 LoINV,ME1 BM4 INV2,ME1 BM4 INV3,SMALL HiBM HiINV,BIG LoBM LoINV,ME2 BM1 INV2,ME2 BM1 INV3,ME2 BM1 HiINV,ME2 BM2 LoINV,ME2 BM2 INV2,ME2 BM2 INV3,ME2 BM2 HiINV,ME2 BM3 LoINV,ME2 BM3 INV2,ME2 BM3 INV3,ME2 BM3 HiINV,ME2 BM4 LoINV,ME2 BM4 INV2,ME2 BM4 INV3,BIG HiBM HiINV
201212     ,0.21    ,-1.01     ,0.23    ,-1.92     ,3.13     ,1.62     ,0.95     ,4.51     ,6.72     ,4.08     ,5.10     ,4.52    ,13.51     ,3.63     ,3.83     ,7.56     ,0.80     ,3.26     ,0.04     ,1.45     ,0.25     ,2.24     ,2.13     ,0.46     ,7.06     ,6.57     ,0.51     ,1.56    ,13.68    ,10.75     ,7.67    ,15.47
201301     ,5.50     ,8.89     ,3.21    ,10.34     ,2.84     ,5.08     ,3.01     ,4.60     ,6.63     ,3.11     ,3.97     ,4.06     ,6.36     ,2.87     ,3.40     ,5.59     ,8.13    ,-0.13     ,0.84     ,0.91     ,0.27     ,5.49     ,3.55     ,3.95     ,2.81     ,3.26     ,2.69     ,3.67     ,4.73     ,6.66     ,3.12     ,5.55
201302    ,-0.42     ,2.57     ,3.30     ,8.53     ,3.34     ,2.90     ,1.77     ,2.37     ,2.25     ,2.93     ,1.88     ,3.81     ,3.12     ,0.24     ,2.47     ,2.56     ,2.76     ,0.80     ,3.11     ,0.85     ,3.95     ,3.63     ,2.27     ,6.71     ,1.13     ,5.78     ,2.28     ,0.12     ,5.41     ,0.49     ,5.15     ,1.24
201303     ,8.11    ,14.25     ,8.75    ,15.07     ,7.65     ,8.99     ,4.58    ,11.57     ,8.17     ,6.42     ,5.09     ,9.57     ,9.38     ,7.59     ,8.34    ,10.36     ,4.92     ,4.47    ,10.52     ,6.54     ,8.63     ,5.46     ,6.10     ,6.53     ,4.28     ,2.43     ,0.43     ,3.11     ,3.99     ,8.03     ,3.73     ,6.31
201304    ,11.18    ,16.01     ,6.21    ,26.40     ,9.58     ,9.15     ,3.77     ,6.18    ,10.07     ,4.90     ,4.18     ,6.05    ,14.22     ,6.05     ,4.68    ,11.34    ,12.26     ,5.82     ,7.23     ,6.85     ,5.37     ,6.50     ,9.59     ,6.92    ,11.75     ,9.50     ,6.98     ,5.43    ,11.61     ,9.77    ,10.09    ,20.78
201305   ,-10.21    ,-6.66    ,-5.54     ,1.26    ,-5.99    ,-9.42    ,-3.57    ,-5.82    ,-9.05    ,-5.63    ,-5.55    ,-6.38    ,-7.61    ,-8.94    ,-8.87   ,-10.21    ,-9.39    ,-3.68    ,-3.70    ,-4.56    ,-4.97    ,-6.89    ,-4.36    ,-4.26    ,-4.07    ,-0.06    ,-3.68    ,-4.09    ,-3.11    ,-7.60   ,-10.23    ,-8.52
201306    ,-6.89    ,-7.60    ,-3.69   ,-10.06    ,-5.09    ,-2.77    ,-0.13    ,-3.20    ,-0.88    ,-1.85    ,-1.81    ,-3.80    ,-8.45    ,-2.99    ,-2.97    ,-7.13     ,2.15    ,-1.47     ,5.02     ,0.44     ,1.67     ,3.27    ,-1.24     ,0.23     ,0.92     ,1.24     ,0.51    ,-2.84     ,0.89     ,3.76     ,4.83     ,2.73
201307     ,4.55     ,3.18     ,3.71     ,5.42     ,5.52     ,3.35     ,3.61     ,5.04     ,4.07     ,2.09     ,3.77     ,3.50     ,4.95     ,3.65     ,2.41     ,4.74    ,-1.28    ,-0.11     ,2.73     ,2.77     ,0.15     ,0.38     ,0.84     ,1.98     ,2.83    ,-1.22     ,1.32     ,1.83     ,1.03    ,-0.09     ,1.03     ,3.06
201308    ,-5.28     ,0.50     ,0.05    ,-4.82    ,-3.79    ,-2.65    ,-2.29    ,-0.01    ,-2.15    ,-1.58    ,-3.07     ,0.08    ,-2.24    ,-1.22    ,-2.26    ,-0.50    ,-3.87    ,-0.80    ,-3.27    ,-3.28    ,-3.14    ,-1.68    ,-5.09    ,-2.90    ,-2.01    ,-1.64    ,-1.97    ,-4.16    ,-1.11    ,-3.11    ,-3.73    ,-0.24
201309    ,16.99     ,8.39     ,7.67    ,12.79    ,10.93     ,7.79    ,11.09    ,10.35    ,12.79    ,12.02    ,11.17    ,12.05    ,12.57    ,10.70     ,8.43    ,12.20     ,9.07     ,9.28     ,9.18    ,10.91    ,10.36     ,6.38     ,6.49     ,8.19     ,8.97     ,7.37     ,7.91     ,9.05     ,7.92     ,9.51     ,8.91    ,10.02
201310    ,-2.08    ,-0.68    ,-0.31     ,0.06    ,-0.72     ,0.13     ,0.13     ,0.25    ,-1.80    ,-0.24    ,-0.17     ,1.22     ,2.72    ,-0.41    ,-0.62     ,1.81    ,-1.56    ,-0.53     ,4.40    ,-3.57     ,1.56     ,0.93     ,2.18     ,0.71    ,-0.04    ,-2.32    ,-0.10     ,0.82    ,-0.24    ,-3.93    ,-1.77    ,-1.24
201311     ,0.99    ,-4.01    ,-2.05    ,-2.28    ,-0.28    ,-2.36     ,0.43    ,-0.29     ,0.39    ,-2.08    ,-1.54    ,-1.39     ,1.61    ,-1.83     ,0.67    ,-0.10     ,0.73     ,0.13     ,3.03     ,2.06     ,1.46    ,-0.25     ,5.30     ,1.61     ,2.68     ,1.79     ,1.09     ,3.24     ,0.85    ,-0.34     ,0.56     ,0.64
201312     ,3.14     ,0.08     ,0.87     ,2.65     ,2.79     ,0.38    ,-0.33     ,0.41     ,0.06     ,1.13     ,0.83     ,0.51     ,4.96     ,0.44     ,0.41     ,1.61    ,-3.21    ,-0.12     ,2.40     ,1.96     ,0.52    ,-0.74     ,1.48     ,0.49     ,1.39     ,0.43     ,1.44     ,0.05     ,2.13    ,-0.02     ,1.57     ,2.74
201401     ,1.71     ,2.71     ,2.98     ,3.34     ,2.77     ,2.20     ,1.65     ,3.00     ,3.56     ,1.09     ,1.12     ,2.68     ,1.77     ,2.32     ,4.18     ,1.09    ,-1.56    ,-5.79    ,-5.31    ,-2.18    ,-3.17    ,-2.61    ,-2.17    ,-1.07    ,-3.68    ,-3.29    ,-2.58    ,-2.97    ,-1.33    ,-4.31    ,-5.86    ,-6.48
201402    ,-3.31    ,-5.18    ,-2.70    ,-4.79    ,-1.50    ,-1.30    ,-2.16    ,-1.94    ,-3.94    ,-1.27    ,-2.23    ,-1.35    ,-2.11    ,-1.97    ,-2.38    ,-2.28     ,2.79    ,-0.94     ,1.66    ,-1.51     ,0.39     ,0.14     ,0.55     ,0.37    ,-0.34    ,-1.69    ,-0.92    ,-1.49     ,0.24    ,-0.45    ,-2.45     ,0.01
201403    ,-2.91    ,-1.07     ,1.94    ,-1.02     ,0.71     ,0.66     ,1.75     ,0.49     ,0.08     ,1.21     ,0.83     ,0.17    ,-2.54     ,2.32     ,2.40     ,0.66     ,0.85     ,1.45    ,-2.24    ,-1.20    ,-2.49    ,-1.38    ,-2.05    ,-1.14    ,-3.52    ,-1.96    ,-2.32    ,-2.81    ,-0.50     ,0.38    ,-1.70    ,-0.63
201404    ,-2.39    ,-0.91    ,-0.83    ,-2.95    ,-3.00    ,-1.51    ,-1.76    ,-0.57    ,-3.72    ,-0.62    ,-1.89    ,-2.00    ,-5.58    ,-2.96    ,-1.43    ,-1.44    ,-2.71     ,0.26    ,-2.74    ,-4.25    ,-3.75    ,-2.61    ,-2.20    ,-1.22    ,-2.29    ,-0.48    ,-3.01    ,-2.36    ,-1.74    ,-3.19    ,-2.69    ,-1.66
201405     ,9.74     ,2.97     ,2.70     ,3.37     ,2.04     ,1.63     ,2.51     ,1.78     ,0.20     ,0.45     ,1.90     ,3.29     ,6.45     ,0.11     ,1.10     ,0.91     ,3.57     ,4.42     ,3.45     ,3.37     ,5.66     ,3.57     ,4.81     ,2.34     ,6.05     ,1.32     ,2.73     ,5.50     ,7.39     ,2.32     ,4.05     ,3.84
201406    ,11.95     ,7.42     ,8.29     ,9.91     ,4.67     ,7.50     ,7.26     ,8.64     ,6.76     ,7.60     ,7.15     ,8.34    ,10.34     ,7.25     ,7.79     ,7.43     ,5.51     ,4.46     ,3.95     ,4.21     ,8.03     ,5.21     ,5.02     ,4.91     ,6.92     ,6.20     ,5.53     ,7.19     ,5.28     ,5.36     ,7.84     ,6.40
201407     ,3.31     ,1.84     ,0.96     ,0.18    ,-0.78     ,1.97     ,1.23     ,0.22     ,2.88     ,2.71     ,0.28    ,-0.29     ,1.50     ,0.75     ,0.33     ,0.96     ,1.62     ,1.53     ,0.74     ,1.64    ,-0.01     ,1.51     ,0.81    ,-0.07     ,0.03     ,2.06    ,-0.84     ,0.20     ,3.30    ,-0.58    ,-1.55     ,1.17
201408     ,2.64     ,2.00     ,0.00    ,-1.04     ,0.78     ,0.98     ,0.46     ,0.31     ,1.37     ,2.83     ,0.11     ,0.20     ,0.59     ,0.46     ,1.42    ,-0.25    ,-2.40    ,-0.28    ,-3.22    ,-2.40    ,-2.37    ,-2.21    ,-2.07    ,-3.57    ,-2.52    ,-2.17    ,-1.09    ,-3.09    ,-0.51    ,-2.77    ,-1.86    ,-2.01
201409    ,-4.28    ,-0.64     ,0.16    ,-5.08    ,-2.48    ,-2.24    ,-1.39    ,-3.12    ,-2.69    ,-1.94    ,-1.19    ,-2.70    ,-1.87    ,-2.37    ,-1.39    ,-0.77    ,-0.08    ,-0.84     ,2.02    ,-0.80    ,-1.23    ,-2.59    ,-0.32     ,1.57    ,-1.26    ,-2.27    ,-1.01    ,-1.71    ,-3.48    ,-1.48    ,-3.27    ,-0.79
201410    ,-5.33    ,-6.88    ,-3.65    ,-6.67    ,-4.15    ,-3.95    ,-4.66    ,-3.79    ,-5.55    ,-5.38    ,-3.19    ,-2.82    ,-4.75    ,-3.78    ,-3.04    ,-5.39    ,-0.35     ,1.05    ,-0.14    ,-0.14    ,-1.53     ,0.31    ,-3.49    ,-3.34    ,-1.92    ,-2.45    ,-1.62    ,-4.06    ,-2.00    ,-1.67    ,-2.47    ,-5.41
201411     ,3.49    ,-1.40    ,-3.46    ,-0.32    ,-1.45    ,-1.96    ,-2.87    ,-1.21    ,-1.31    ,-2.82    ,-2.51    ,-1.78    ,-1.97    ,-1.55    ,-0.98     ,0.95     ,0.34    ,-1.54    ,-2.57    ,-0.22    ,-0.14     ,1.82     ,1.99     ,3.60    ,-1.53    ,-3.83    ,-0.35     ,3.38    ,-5.82     ,0.86     ,3.11    ,-1.66
201412    ,-0.99     ,1.05     ,0.52    ,-1.21     ,1.89     ,1.14     ,2.02     ,1.99     ,0.29    ,-0.26     ,3.92     ,2.09     ,1.16     ,1.18     ,1.23     ,3.78    ,-1.02    ,-4.31    ,-1.57    ,-2.40     ,0.85    ,-1.19    ,-0.43     ,1.50    ,-0.75    ,-1.77    ,-1.81    ,-1.50    ,-1.80     ,0.59    ,-1.68    ,-0.65
201501     ,2.45     ,3.92     ,3.00     ,2.69     ,4.17     ,3.56     ,3.70     ,2.02     ,0.60     ,1.56     ,2.22    ,-0.38     ,4.11     ,2.66     ,2.99     ,1.66     ,5.36     ,2.49     ,1.52     ,2.49     ,3.15     ,3.43     ,2.54     ,3.83     ,2.82     ,4.17     ,0.58     ,0.39     ,8.34     ,3.25     ,0.96     ,0.20
201502     ,1.12     ,0.57     ,2.73     ,1.91     ,0.66     ,1.80     ,2.41     ,1.18     ,3.81     ,2.27     ,0.54    ,-0.70     ,1.80     ,4.54     ,3.23     ,0.89     ,2.52     ,7.41     ,8.12     ,5.04     ,4.65     ,1.26     ,2.76     ,3.58     ,6.11     ,7.32     ,5.51    ,10.59     ,3.48     ,6.61    ,13.72     ,8.25
201503    ,-0.25     ,0.39     ,3.05     ,4.62    ,-2.46     ,1.72     ,2.32     ,4.31     ,0.69     ,1.24     ,1.19     ,2.11    ,-0.94     ,0.03     ,1.11     ,3.07     ,4.59     ,3.58     ,6.24     ,1.64     ,0.12     ,3.45     ,2.27     ,3.48    ,-0.89     ,0.88     ,1.99     ,0.08     ,1.40    ,-0.11    ,-2.64    ,-0.20
201504     ,4.98     ,3.11     ,2.88     ,1.17     ,2.36     ,2.21     ,3.14     ,2.91     ,4.59     ,2.53     ,3.27     ,2.42     ,3.07     ,2.77     ,4.10     ,4.19     ,2.69     ,0.84     ,1.12     ,1.70     ,0.38     ,3.75     ,3.13     ,1.84     ,3.75     ,5.55     ,6.24     ,2.58     ,7.56     ,5.76    ,10.53     ,6.47
201505     ,3.78    ,-2.93     ,0.52    ,-1.32    ,-0.41    ,-0.32    ,-0.18    ,-0.40    ,-2.74    ,-1.85    ,-0.85     ,0.07     ,1.59    ,-0.48     ,1.38     ,1.19     ,0.17    ,-0.01    ,-0.30     ,0.01    ,-0.45     ,0.28    ,-0.55     ,0.95     ,3.63     ,1.06     ,3.61     ,2.30     ,1.92     ,1.79     ,4.42     ,1.02
201506     ,2.93     ,5.15     ,1.63     ,6.31     ,0.74     ,2.33     ,1.70     ,1.70     ,0.20     ,0.65     ,2.09     ,2.41     ,2.33     ,2.19     ,2.47     ,1.51     ,0.93    ,-1.93    ,-0.73     ,0.10    ,-0.04    ,-0.68    ,-1.29    ,-2.99    ,-1.78     ,1.68    ,-0.02    ,-2.87     ,0.59    ,-0.89    ,-2.27    ,-4.32
201507    ,-0.68     ,0.97     ,1.09     ,3.38     ,1.42     ,0.39    ,-0.50    ,-0.75     ,1.09    ,-1.70    ,-0.84    ,-1.21    ,-0.56    ,-1.80    ,-0.90    ,-0.21     ,2.17     ,4.67    ,-0.59     ,1.06     ,3.96    ,-3.00     ,2.60    ,-0.98     ,5.66     ,2.62     ,0.00    ,-2.21     ,4.13    ,-0.06    ,-0.95     ,0.41
201508    ,-6.08    ,-1.22    ,-4.52    ,-7.63    ,-1.84    ,-0.88    ,-1.38    ,-2.23    ,-2.54    ,-1.39    ,-1.36    ,-1.64    ,-5.06    ,-3.80    ,-2.64    ,-3.83    ,-2.78    ,-3.84    ,-9.19    ,-5.16    ,-2.75    ,-3.85    ,-5.01    ,-8.83    ,-5.73    ,-3.62    ,-6.01    ,-6.24    ,-3.80    ,-6.34    ,-7.52    ,-4.81
201509    ,-4.24    ,-5.63    ,-4.66    ,-3.73    ,-3.63    ,-3.22    ,-3.77    ,-4.23    ,-3.60    ,-2.98    ,-3.11    ,-3.19    ,-2.46    ,-2.00    ,-3.36    ,-2.43    ,-5.65    ,-7.70    ,-4.75   ,-10.16    ,-6.63    ,-6.32    ,-3.43    ,-3.77    ,-5.44    ,-9.82    ,-5.50    ,-4.09    ,-5.80    ,-7.97    ,-7.75    ,-4.01
201510     ,1.94     ,2.60     ,4.03     ,2.25     ,5.80     ,7.48     ,5.76     ,8.17     ,5.82     ,4.09     ,6.24     ,7.14     ,4.56     ,3.41     ,5.26     ,4.30     ,6.37    ,10.77     ,6.77    ,12.95     ,9.24     ,7.68     ,7.09     ,9.47     ,8.27    ,11.95    ,11.58    ,11.24     ,7.42    ,11.24    ,10.22     ,7.70
201511     ,0.37     ,0.72     ,3.21     ,3.36     ,0.30     ,3.31     ,1.47     ,3.31     ,0.85     ,0.64     ,2.73    ,-1.28     ,0.83     ,0.91     ,1.84     ,3.01     ,0.08     ,3.92     ,3.16     ,1.61    ,-3.34    ,-0.21    ,-0.26     ,0.30    ,-2.86    ,-1.58    ,-0.78    ,-0.83    ,-2.49    ,-2.92    ,-2.22     ,0.73
201512    ,-0.23     ,4.11     ,1.95     ,1.96     ,0.85     ,3.73     ,0.99    ,-0.54     ,1.56     ,0.83     ,0.09     ,0.38    ,-0.24    ,-0.17    ,-0.63     ,0.64     ,1.83     ,0.41    ,-2.07     ,0.15    ,-1.37     ,1.27     ,0.70    ,-0.59    ,-0.22     ,3.89    ,-0.40     ,0.15     ,2.76     ,1.12    ,-1.18    ,-1.08
201601    ,-6.30    ,-5.21    ,-7.84    ,-7.22    ,-6.28    ,-6.91    ,-7.22    ,-8.09    ,-5.61    ,-6.73    ,-7.44    ,-7.88    ,-7.30    ,-7.59    ,-7.75    ,-6.79    ,-5.41    ,-4.51   ,-11.44    ,-8.23    ,-3.70    ,-9.46    ,-5.00    ,-6.28    ,-7.37    ,-4.10    ,-7.88   ,-10.15    ,-6.37   ,-10.08   ,-13.90   ,-11.03
201602    ,-0.49     ,2.66     ,2.12     ,2.02     ,3.73    ,-1.96     ,0.07    ,-2.11    ,-0.43     ,0.63    ,-2.51    ,-3.85    ,-1.94    ,-2.28    ,-0.87    ,-5.61     ,1.36    ,-0.38     ,1.10     ,1.67     ,0.28     ,0.16    ,-3.36    ,-8.63    ,-0.59     ,2.69    ,-1.17    ,-5.34    ,-4.33    ,-4.20    ,-8.87    ,-2.93
201603    ,10.19     ,6.43    ,11.57    ,13.02     ,6.98     ,8.02     ,6.97     ,8.26     ,6.33     ,4.94     ,7.58     ,6.85     ,5.21     ,4.97     ,5.49     ,6.84     ,2.46     ,7.64     ,7.28     ,4.50     ,3.83     ,6.90     ,4.68     ,4.63     ,4.66     ,2.09     ,6.85     ,4.42     ,2.21     ,3.99     ,7.22     ,7.32
201604     ,6.32     ,4.44     ,3.65     ,5.08     ,4.81     ,4.17     ,4.07     ,5.25     ,3.33     ,5.09     ,3.12     ,3.25     ,4.24     ,5.55     ,5.85     ,3.44     ,4.41     ,6.42     ,1.34     ,8.07     ,5.04     ,2.92     ,3.20     ,3.34     ,6.12     ,5.47     ,5.04     ,5.13     ,5.83     ,5.78     ,6.94     ,5.84
201605    ,-2.56    ,-2.34     ,1.02     ,1.13    ,-0.16    ,-0.81    ,-1.24     ,0.78    ,-0.93    ,-3.40     ,3.02    ,-1.86    ,-2.52    ,-1.83    ,-1.06     ,2.82    ,-2.41    ,-0.03    ,-0.31    ,-1.53    ,-0.13     ,0.61    ,-2.21    ,-1.93    ,-2.35     ,0.35     ,0.49     ,0.55    ,-2.07    ,-2.24    ,-0.31    ,-2.13
201606    ,-1.30     ,1.27     ,1.89     ,0.62    ,-0.02    ,-1.23    ,-3.18    ,-0.30    ,-0.69    ,-0.53    ,-0.86    ,-5.23    ,-0.76    ,-0.18     ,0.89    ,-2.33    ,-2.88     ,0.67    ,-0.36     ,0.31    ,-0.53    ,-2.40    ,-3.74    ,-4.60    ,-3.73     ,0.73    ,-2.86    ,-7.77    ,-0.59    ,-6.43    ,-8.94    ,-4.63
201607     ,0.79     ,3.68     ,2.78     ,0.52     ,7.99     ,6.74     ,9.28     ,8.56     ,6.91     ,7.55     ,9.48     ,8.68     ,5.51     ,9.63     ,8.59     ,7.10     ,2.28     ,1.55     ,2.38     ,5.72     ,3.32     ,9.61     ,6.00    ,12.19     ,5.16     ,9.93     ,8.24     ,9.30     ,7.08     ,6.91    ,11.82    ,11.32
201608     ,0.47    ,-3.73    ,-6.97    ,-4.75    ,-1.85    ,-2.65    ,-2.33    ,-2.98    ,-3.09    ,-3.16    ,-2.07    ,-2.13    ,-1.19    ,-1.43    ,-3.10    ,-0.10    ,-8.85    ,-5.76   ,-10.34    ,-1.67    ,-5.43    ,-2.11    ,-0.53     ,2.33    ,-3.80    ,-0.63     ,0.34     ,3.51     ,0.66     ,6.06     ,3.97     ,5.02
201609     ,5.11     ,5.77     ,6.20     ,9.14     ,6.05     ,6.89     ,6.39     ,6.69     ,6.13     ,5.73     ,5.09     ,4.86     ,4.84     ,4.05     ,4.33     ,5.37     ,6.96     ,6.52     ,5.61     ,2.52     ,4.34     ,5.44     ,2.78    ,-1.77     ,3.72     ,4.82     ,1.53     ,0.98     ,1.11     ,3.23    ,-1.80    ,-1.97
201610     ,0.26     ,0.96    ,-0.64     ,0.32     ,1.63     ,2.17     ,1.73     ,3.34     ,0.76     ,3.53     ,3.72     ,4.43     ,3.17     ,5.01     ,4.26     ,3.75    ,-0.62    ,-0.61     ,0.28     ,0.88     ,0.49    ,-0.04     ,0.07     ,2.81     ,0.00     ,1.82     ,5.03     ,3.46     ,3.06     ,2.26     ,4.06     ,4.92
201611    ,-5.86    ,-6.05    ,-5.17    ,-8.77    ,-4.47    ,-5.63    ,-4.13    ,-5.36    ,-4.31    ,-2.89    ,-3.00    ,-2.24    ,-2.79    ,-2.30    ,-2.09    ,-1.22    ,-4.38    ,-8.55    ,-8.53    ,-7.13    ,-4.97    ,-3.11    ,-5.04    ,-2.12    ,-6.20    ,-3.15    ,-3.78    ,-4.32    ,-0.95    ,-0.01     ,5.15     ,0.31
201612    ,-0.13     ,1.36     ,0.93     ,1.64     ,1.25     ,1.93     ,1.71     ,1.69     ,0.85     ,2.82     ,2.37     ,2.09     ,1.53     ,1.70     ,4.66     ,4.57     ,0.56     ,0.18    ,-0.22     ,2.08     ,0.52    ,-1.28     ,0.11    ,-0.19     ,2.70     ,1.98     ,2.80     ,4.25     ,0.91     ,1.99     ,2.13     ,2.94
201701     ,5.70     ,7.20     ,4.85     ,6.59     ,6.99     ,5.74     ,4.81     ,5.35     ,3.99     ,5.58     ,5.80     ,4.08     ,7.28     ,5.23     ,4.30     ,5.89     ,2.09     ,5.46     ,0.29     ,5.79     ,2.73     ,2.46     ,3.11     ,1.24     ,4.78     ,2.63     ,6.14     ,4.05     ,3.51     ,5.34     ,4.58     ,3.56
201702     ,5.47     ,3.93     ,3.55     ,2.58     ,4.15     ,2.59     ,2.10     ,4.37     ,3.07     ,3.83     ,3.79     ,3.47     ,3.99     ,5.19     ,3.75     ,6.23    ,-1.21     ,0.25     ,0.99     ,0.43     ,1.69     ,1.17     ,0.47     ,0.38    ,-0.20     ,1.27    ,-1.20     ,1.50     ,1.92     ,1.89     ,1.94     ,1.26
201703     ,3.37     ,1.62     ,4.29     ,3.75     ,1.06     ,1.40     ,1.40     ,1.65     ,1.34     ,0.97     ,2.04     ,2.45     ,1.58     ,0.58     ,1.08    ,-3.46     ,2.84     ,4.46    ,-0.37     ,1.79     ,1.22     ,3.06     ,0.90     ,0.30     ,2.44     ,1.59     ,1.37     ,0.81     ,0.30    ,-2.77    ,-1.81    ,-1.21
201704    ,-4.37     ,1.19    ,-0.65    ,-0.87    ,-0.40     ,0.08     ,0.50     ,1.38     ,2.35     ,0.10     ,0.99     ,1.02     ,0.28    ,-0.56    ,-0.18    ,-0.83     ,2.06     ,0.87     ,2.83     ,1.23     ,3.28     ,3.20     ,2.34     ,1.07     ,1.63     ,2.46     ,0.10     ,0.24    ,-0.10     ,1.14     ,0.86    ,-0.09
201705     ,5.93     ,4.50     ,8.85     ,9.23     ,5.74     ,5.04     ,4.02     ,4.34     ,4.57     ,3.09     ,3.00     ,5.09     ,3.93    ,-0.85     ,2.07    ,-0.07     ,7.62     ,5.35     ,4.69     ,5.72     ,3.21     ,9.19     ,3.60     ,1.68     ,5.10     ,0.91     ,2.22     ,0.95    ,-1.57    ,-2.56    ,-1.32    ,-0.81
201706     ,7.87     ,2.18     ,2.97     ,2.20     ,2.16     ,1.90     ,2.16     ,3.55     ,1.81     ,3.47     ,2.72     ,2.19     ,2.28     ,1.51     ,1.85     ,4.17     ,1.77    ,-1.13    ,-0.01    ,-0.22    ,-0.24     ,2.50     ,1.14    ,-0.05     ,0.76     ,2.57     ,1.15     ,2.64     ,2.73     ,4.48     ,3.78     ,2.00
201707     ,2.06     ,1.58     ,3.05     ,3.11     ,6.98     ,5.00     ,3.94     ,2.61     ,4.33     ,4.37     ,3.64     ,7.19     ,6.56     ,5.25     ,2.80     ,6.29     ,3.56     ,1.11     ,2.42     ,1.45     ,3.85     ,1.42     ,0.65     ,2.95     ,2.44     ,5.63     ,2.38     ,2.80     ,3.40     ,1.12    ,-1.96     ,0.80
201708    ,-2.02     ,2.09     ,3.16     ,1.85     ,0.26     ,2.60     ,1.85     ,1.80     ,4.21     ,3.36     ,4.26     ,4.20     ,5.28     ,3.76     ,1.50     ,1.19    ,-0.83     ,0.52     ,1.87     ,1.80    ,-0.77    ,-0.44    ,-0.56    ,-0.67     ,2.38     ,0.07     ,0.26     ,1.05     ,2.05    ,-2.01    ,-2.31    ,-2.65
201709    ,-1.66     ,0.14     ,1.41    ,-0.22     ,2.89     ,2.72     ,1.27     ,1.97     ,2.36     ,3.84     ,1.97     ,4.93     ,4.20     ,2.09     ,2.80     ,3.26     ,3.01     ,0.22     ,1.65     ,0.83     ,3.01     ,1.42     ,0.16    ,-1.05     ,2.57     ,4.55    ,-1.41     ,0.53     ,2.17     ,2.11     ,4.53     ,3.53
201710     ,2.86     ,0.42     ,3.01     ,4.20     ,2.33     ,2.62     ,3.26     ,3.32     ,3.89     ,2.16     ,3.19     ,1.49     ,4.83     ,2.15     ,3.22     ,2.09     ,6.54     ,6.38     ,4.96     ,2.87     ,4.89     ,5.06     ,6.02     ,4.23     ,5.72     ,4.25     ,3.45     ,4.31     ,2.93     ,2.29     ,3.63     ,4.12
201711     ,1.06     ,2.09     ,6.21     ,4.94     ,2.85     ,1.71     ,2.98     ,2.98     ,1.42     ,2.73     ,1.98     ,3.10     ,1.72     ,0.02     ,0.51     ,3.01     ,3.76     ,0.05     ,3.71     ,5.44    ,-0.73     ,2.16     ,2.00     ,5.23     ,2.15     ,1.00     ,4.01     ,3.35     ,1.95     ,2.97     ,1.88    ,-1.00
201712     ,0.91     ,4.31     ,3.25     ,3.64     ,4.71     ,2.97     ,3.62     ,2.05     ,2.68     ,3.37     ,2.47     ,3.33     ,6.07     ,2.74     ,1.92     ,5.57    ,-1.00    ,-2.67     ,1.35    ,-1.19     ,3.45    ,-1.33     ,0.45    ,-0.31     ,3.49     ,2.93    ,-1.56     ,1.86     ,5.98     ,2.30     ,2.72     ,5.08
201801    ,12.05     ,5.79     ,7.48     ,8.52     ,7.84     ,5.65     ,4.69     ,6.13     ,4.54     ,3.83     ,3.71     ,7.01     ,5.86     ,5.75     ,3.52     ,6.83     ,6.50     ,4.83     ,2.76     ,5.57     ,3.31     ,6.15     ,4.78     ,4.16     ,4.59     ,4.74     ,2.96     ,5.12     ,3.06     ,3.27     ,3.03     ,2.68
201802    ,-3.05     ,0.22    ,-0.56     ,1.88    ,-1.87    ,-1.02     ,0.34     ,0.18    ,-0.69    ,-3.07    ,-1.62    ,-1.93    ,-2.45    ,-0.79    ,-1.79     ,1.88     ,0.43     ,0.10    ,-0.75    ,-0.55    ,-0.70    ,-2.44    ,-3.75    ,-1.10    ,-2.27    ,-1.80    ,-1.54    ,-1.57    ,-2.07     ,0.00    ,-3.14    ,-3.56
201803     ,1.20    ,-0.18    ,-0.91     ,1.74    ,-4.74    ,-3.27    ,-0.44    ,-1.16    ,-3.36    ,-3.20    ,-1.15    ,-4.21    ,-4.35    ,-3.02    ,-1.65    ,-1.49    ,-1.26    ,-3.21     ,1.14     ,2.81    ,-5.57    ,-0.16    ,-0.43    ,-1.33    ,-3.48    ,-3.13    ,-0.27     ,1.24    ,-3.66    ,-1.82    ,-3.82    ,-0.13
201804    ,-3.85    ,-0.40    ,-3.70    ,-5.75     ,1.46    ,-1.39    ,-0.56     ,0.00    ,-0.17     ,1.00     ,1.00     ,0.49    ,-1.11    ,-0.86     ,0.00    ,-3.21    ,-0.65     ,1.13    ,-2.70    ,-1.59    ,-0.58     ,1.35     ,1.15    ,-0.07     ,0.68     ,1.07     ,2.89     ,1.07     ,3.34     ,2.13     ,1.91     ,4.22
